id,tweet_date,screen_name,follower
17174,2014-04-29 07:38:33 -0500,E_Odi,ZUddin745
17174,2014-04-29 07:38:33 -0500,E_Odi,ChiUpdates
17174,2014-04-29 07:38:33 -0500,E_Odi,bearsinsiders
17174,2014-04-29 07:38:33 -0500,E_Odi,ChrisBahram
17174,2014-04-29 07:38:33 -0500,E_Odi,YacoobGYacoo
17174,2014-04-29 07:38:33 -0500,E_Odi,ACEROorg
17174,2014-04-29 07:38:33 -0500,E_Odi,sami_aday88
17174,2014-04-29 07:38:33 -0500,E_Odi,CintaHati_Clset
17174,2014-04-29 07:38:33 -0500,E_Odi,andrewoherron
17174,2014-04-29 07:38:33 -0500,E_Odi,ryanscott5156
17174,2014-04-29 07:38:33 -0500,E_Odi,royazhari
17174,2014-04-29 07:38:33 -0500,E_Odi,marlengomez44
17174,2014-04-29 07:38:33 -0500,E_Odi,DevTripp
17174,2014-04-29 07:38:33 -0500,E_Odi,laur_fair17
17174,2014-04-29 07:38:33 -0500,E_Odi,Zared41
17174,2014-04-29 07:38:33 -0500,E_Odi,srmarina62
17174,2014-04-29 07:38:33 -0500,E_Odi,AssyrianLife
17174,2014-04-29 07:38:33 -0500,E_Odi,dgaoshana
17174,2014-04-29 07:38:33 -0500,E_Odi,Assyrianfunny
17174,2014-04-29 07:38:33 -0500,E_Odi,AssyrianBitches
17174,2014-04-29 07:38:33 -0500,E_Odi,bahram_chris
17174,2014-04-29 07:38:33 -0500,E_Odi,TruAssyrianProb
17174,2014-04-29 07:38:33 -0500,E_Odi,BullsZoneJason
17174,2014-04-29 07:38:33 -0500,E_Odi,ajbulls
17174,2014-04-29 07:38:33 -0500,E_Odi,hockeygirrl19
17174,2014-04-29 07:38:33 -0500,E_Odi,DearLibbey
17174,2014-04-29 07:38:33 -0500,E_Odi,Jran2Joshua
17174,2014-04-29 07:38:33 -0500,E_Odi,AdamHornyak
17174,2014-04-29 07:38:33 -0500,E_Odi,clarimontiel
17174,2014-04-29 07:38:33 -0500,E_Odi,sdb09
17174,2014-04-29 07:38:33 -0500,E_Odi,proverbs4you
17174,2014-04-29 07:38:33 -0500,E_Odi,BahramMatt
17174,2014-04-29 07:38:33 -0500,E_Odi,DruDizz
17174,2014-04-29 07:38:33 -0500,E_Odi,Lucas_Ceisel
17174,2014-04-29 07:38:33 -0500,E_Odi,BossHonky
17174,2014-04-29 07:38:33 -0500,E_Odi,BullsZoneWill
17174,2014-04-29 07:38:33 -0500,E_Odi,BeerMoneyCSN
17174,2014-04-29 07:38:33 -0500,E_Odi,BeastBahram
17174,2014-04-29 07:38:33 -0500,E_Odi,sportsconextion
17174,2014-04-29 07:38:33 -0500,E_Odi,ChicagoBull24x7
17174,2014-04-29 07:38:33 -0500,E_Odi,taylor_lintner
17174,2014-04-29 07:38:33 -0500,E_Odi,_BluePotion
17174,2014-04-29 07:38:33 -0500,E_Odi,daisy_perezz
17174,2014-04-29 07:38:33 -0500,E_Odi,Taylor_Pieklo
17174,2014-04-29 07:38:33 -0500,E_Odi,brainbashtrivia
17174,2014-04-29 07:38:33 -0500,E_Odi,Bukshizzle
17174,2014-04-29 07:38:33 -0500,E_Odi,ChicagoTicketz
17174,2014-04-29 07:38:33 -0500,E_Odi,LunarAnticsZed
17174,2014-04-29 07:38:33 -0500,E_Odi,tknowles3425
17174,2014-04-29 07:38:33 -0500,E_Odi,ChicagoSports36
